dataset,interaction_id,claude,gemini,gpt,judge_mean
psy_insight,psyinsight_000801,3.1,4.0,3.25,3.4499999999999997
psy_insight,psyinsight_000806,2.8,4.7,3.35,3.6166666666666667
psy_insight,psyinsight_000807,3.4,3.3,3.55,3.4166666666666665
psy_insight,psyinsight_000808,3.2,4.5,3.4,3.6999999999999997
psy_insight,psyinsight_000809,4.2,5.6,3.65,4.483333333333333
psy_insight,psyinsight_000813,3.2,5.5,3.4,4.033333333333333
psy_insight,psyinsight_000816,3.25,5.5,3.2,3.983333333333333
psy_insight,psyinsight_000817,4.0,5.1,3.75,4.283333333333333
psy_insight,psyinsight_000820,2.4,4.4,3.2,3.3333333333333335
psy_insight,psyinsight_000824,3.0,4.8,3.0,3.6
psy_insight,psyinsight_000832,3.4,5.0,3.55,3.983333333333333
psy_insight,psyinsight_000834,3.5,5.0,3.45,3.983333333333333
psy_insight,psyinsight_000835,2.8,5.2,3.1,3.6999999999999997
psy_insight,psyinsight_000837,2.5,1.7,3.1,2.4333333333333336
psy_insight,psyinsight_000839,2.5,5.0,2.95,3.483333333333333
psy_insight,psyinsight_000840,1.7,2.4,2.3,2.1333333333333333
psy_insight,psyinsight_000844,1.4,1.1,2.65,1.7166666666666668
psy_insight,psyinsight_000846,3.2,4.7,3.2,3.7000000000000006
psy_insight,psyinsight_000847,2.0,3.5,3.2,2.9
psy_insight,psyinsight_000853,2.3,1.6,2.45,2.1166666666666667
psy_insight,psyinsight_000854,3.5,3.8,3.5,3.6
psy_insight,psyinsight_000855,2.4,3.4,2.4,2.733333333333333
psy_insight,psyinsight_000856,4.0,4.9,3.1,4.0
psy_insight,psyinsight_000857,2.8,2.1,2.7,2.5333333333333337
psy_insight,psyinsight_000859,3.6,4.0,3.35,3.65
psy_insight,psyinsight_000860,3.3,4.8,3.05,3.7166666666666663
psy_insight,psyinsight_000866,3.3,3.5,2.55,3.1166666666666667
psy_insight,psyinsight_000873,4.0,5.5,3.5,4.333333333333333
psy_insight,psyinsight_000875,4.4,5.9,3.8,4.7
psy_insight,psyinsight_000880,4.05,2.4,2.95,3.133333333333333
psy_insight,psyinsight_000881,4.6,6.0,3.4,4.666666666666667
psy_insight,psyinsight_000882,3.0,3.3,3.35,3.216666666666667
psy_insight,psyinsight_000884,2.5,2.1,2.3,2.3
psy_insight,psyinsight_000888,2.4,4.2,2.4,3.0
psy_insight,psyinsight_000893,3.1,3.5,3.6,3.4
psy_insight,psyinsight_000894,3.6,5.5,3.4,4.166666666666667
psy_insight,psyinsight_000895,2.8,1.3,2.85,2.3166666666666664
psy_insight,psyinsight_000900,3.3,4.9,3.35,3.8499999999999996
psy_insight,psyinsight_000903,4.2,4.6,3.9,4.233333333333333
psy_insight,psyinsight_000906,1.8,1.5,2.3,1.8666666666666665
psy_insight,psyinsight_000907,3.2,4.2,3.1,3.5
psy_insight,psyinsight_000909,3.5,5.2,3.2,3.9666666666666663
psy_insight,psyinsight_000910,3.3,3.8,2.95,3.35
psy_insight,psyinsight_000915,2.0,2.9,2.65,2.516666666666667
psy_insight,psyinsight_000916,1.5,1.0,1.8,1.4333333333333333
psy_insight,psyinsight_000923,3.0,1.1,2.0,2.033333333333333
psy_insight,psyinsight_000925,3.2,4.7,3.1,3.6666666666666665
psy_insight,psyinsight_000930,1.8,2.3,2.5,2.1999999999999997
psy_insight,psyinsight_000932,2.2,4.0,2.9,3.033333333333333
psy_insight,psyinsight_000933,2.9,4.5,3.35,3.5833333333333335
psy_insight,psyinsight_000934,2.9,2.7,2.3,2.6333333333333333
psy_insight,psyinsight_000945,2.4,4.6,3.4,3.466666666666667
psy_insight,psyinsight_000947,4.2,5.6,3.45,4.416666666666667
psy_insight,psyinsight_000950,3.8,5.0,2.9,3.9000000000000004
psydial,psydial_10,2.7,2.3,2.55,2.5166666666666666
psydial,psydial_1055,2.4,2.4,2.9,2.5666666666666664
psydial,psydial_106,2.7,3.0,3.25,2.983333333333333
psydial,psydial_1070,2.8,2.8,3.25,2.9499999999999997
psydial,psydial_1074,2.4,2.6,3.35,2.783333333333333
psydial,psydial_1076,2.3,2.0,2.6,2.3000000000000003
psydial,psydial_108,3.1,3.4,3.6,3.3666666666666667
psydial,psydial_1089,3.2,1.6,3.15,2.6500000000000004
psydial,psydial_1099,2.1,1.1,2.25,1.8166666666666667
psydial,psydial_1106,2.5,2.4,3.1,2.6666666666666665
psydial,psydial_1134,1.8,1.4,2.4,1.8666666666666665
psydial,psydial_114,2.2,1.4,2.25,1.95
psydial,psydial_1171,2.5,2.1,2.9,2.5
psydial,psydial_1175,3.3,2.5,3.2,3.0
psydial,psydial_1180,2.7,1.9,2.75,2.4499999999999997
psydial,psydial_119,2.0,1.7,2.1,1.9333333333333336
psydial,psydial_1195,2.4,2.1,2.1,2.1999999999999997
psydial,psydial_1204,2.3,1.8,3.0,2.3666666666666667
psydial,psydial_1218,2.8,2.2,2.9,2.6333333333333333
psydial,psydial_1226,2.1,1.6,2.55,2.0833333333333335
psydial,psydial_1235,2.7,3.0,2.9,2.8666666666666667
psydial,psydial_1240,2.3,2.4,2.5,2.4
psydial,psydial_125,2.8,1.9,3.15,2.6166666666666667
psydial,psydial_126,2.2,2.3,2.75,2.4166666666666665
psydial,psydial_1267,2.6,3.8,3.45,3.2833333333333337
psydial,psydial_1277,3.0,1.4,3.3,2.566666666666667
psydial,psydial_1293,3.25,2.8,3.25,3.1
psydial,psydial_1299,2.6,2.5,3.05,2.7166666666666663
psydial,psydial_130,2.85,2.4,3.1,2.783333333333333
psydial,psydial_1303,3.0,2.2,3.0,2.733333333333333
psydial,psydial_1340,2.6,2.8,3.2,2.866666666666667
psydial,psydial_1341,2.8,2.4,2.9,2.6999999999999997
psydial,psydial_1342,3.6,3.4,3.4,3.466666666666667
psydial,psydial_1347,2.7,2.3,2.9,2.6333333333333333
psydial,psydial_1355,1.6,1.0,2.55,1.7166666666666668
psydial,psydial_1378,1.6,1.6,2.45,1.8833333333333335
psydial,psydial_1383,2.7,1.9,2.8,2.4666666666666663
psydial,psydial_1384,2.6,1.3,3.3,2.4
psydial,psydial_1402,2.7,2.0,3.3,2.6666666666666665
psydial,psydial_1411,2.0,1.9,2.3,2.0666666666666664
psydial,psydial_1417,2.6,1.8,2.95,2.45
psydial,psydial_144,2.45,2.5,3.2,2.716666666666667
psydial,psydial_1456,2.2,1.4,2.7,2.1
psydial,psydial_1458,2.4,1.4,2.3,2.033333333333333
psydial,psydial_1459,2.6,1.6,2.45,2.216666666666667
psydial,psydial_1473,3.3,2.5,3.5,3.1
psydial,psydial_1496,2.9,2.7,3.4,3.0
psydial,psydial_150,2.2,2.1,2.8,2.3666666666666667
psydial,psydial_1500,3.0,1.6,3.2,2.6
psydial,psydial_1521,2.6,1.7,2.8,2.3666666666666667
psydial,psydial_1534,2.5,2.3,3.45,2.75
psydial,psydial_1536,2.3,2.0,2.7,2.3333333333333335
psydial,psydial_1558,2.6,2.7,3.1,2.8000000000000003
psydial,psydial_1565,3.0,2.0,3.4,2.8000000000000003
psydial,psydial_1575,2.1,2.0,2.2,2.1
psydial,psydial_1580,2.6,3.2,3.5,3.1
psydial,psydial_1597,2.2,1.6,2.9,2.2333333333333334
psydial,psydial_1617,2.5,2.6,2.95,2.6833333333333336
psydial,psydial_1627,2.4,2.0,2.8,2.4
psydial,psydial_1657,2.5,2.2,2.65,2.4499999999999997
psydial,psydial_1667,2.4,1.4,2.25,2.0166666666666666
psydial,psydial_1670,3.0,2.7,3.1,2.9333333333333336
psydial,psydial_1673,2.9,2.1,2.75,2.5833333333333335
psydial,psydial_1709,2.4,2.3,2.3,2.333333333333333
psydial,psydial_1710,2.2,1.6,2.45,2.0833333333333335
psydial,psydial_1725,2.5,2.1,3.1,2.5666666666666664
psydial,psydial_1728,2.6,2.2,2.65,2.483333333333334
psydial,psydial_1740,2.65,1.8,2.95,2.466666666666667
psydial,psydial_1745,2.4,1.4,3.15,2.3166666666666664
psydial,psydial_1746,2.6,1.8,2.3,2.2333333333333334
psydial,psydial_1764,2.1,1.1,2.75,1.9833333333333334
psydial,psydial_1783,2.6,2.6,3.2,2.8000000000000003
psydial,psydial_1791,2.6,3.0,3.4,3.0
psydial,psydial_1817,2.8,2.2,3.0,2.6666666666666665
psydial,psydial_1829,2.8,2.7,3.15,2.8833333333333333
psydial,psydial_1841,2.3,2.6,2.7,2.5333333333333337
psydial,psydial_1843,2.9,2.7,3.25,2.9499999999999997
psydial,psydial_1848,2.4,2.2,2.6,2.4
psydial,psydial_1874,2.6,1.9,2.75,2.4166666666666665
psydial,psydial_1884,2.9,1.5,2.95,2.45
psydial,psydial_1897,2.8,3.0,3.35,3.0500000000000003
psydial,psydial_1917,2.4,1.7,2.3,2.1333333333333333
psydial,psydial_1952,1.6,1.6,1.95,1.7166666666666668
psydial,psydial_1956,2.85,1.6,3.15,2.533333333333333
psydial,psydial_1959,2.1,1.0,2.2,1.7666666666666668
psydial,psydial_196,3.1,3.7,3.5,3.4333333333333336
psydial,psydial_1986,2.2,2.0,2.75,2.316666666666667
psydial,psydial_1990,2.7,1.6,2.5,2.266666666666667
psydial,psydial_1993,2.8,2.2,3.25,2.75
psydial,psydial_2008,2.3,2.3,2.65,2.4166666666666665
psydial,psydial_2011,2.4,2.3,2.85,2.516666666666666
psydial,psydial_2017,2.2,2.6,2.8,2.5333333333333337
psydial,psydial_2020,3.0,2.5,2.9,2.8000000000000003
psydial,psydial_2022,2.8,2.4,3.35,2.8499999999999996
psydial,psydial_2046,2.6,1.6,2.75,2.316666666666667
psydial,psydial_2050,2.4,2.1,2.55,2.35
psydial,psydial_2063,2.3,2.1,2.7,2.3666666666666667
psydial,psydial_2068,2.7,2.5,2.75,2.65
psydial,psydial_2078,2.7,2.3,2.95,2.65
psydial,psydial_2079,2.5,1.9,3.25,2.5500000000000003
psydial,psydial_2096,2.6,2.2,2.7,2.5000000000000004
psydial,psydial_2109,2.5,2.7,3.2,2.8000000000000003
psydial,psydial_2116,2.9,2.0,3.15,2.6833333333333336
psydial,psydial_2117,2.5,1.9,2.6,2.3333333333333335
psydial,psydial_2121,3.0,1.7,2.85,2.516666666666667
psydial,psydial_2134,2.4,1.9,3.0,2.433333333333333
psydial,psydial_216,2.2,1.2,2.45,1.9500000000000002
psydial,psydial_2167,2.2,1.6,2.35,2.0500000000000003
psydial,psydial_2182,2.6,2.3,2.85,2.5833333333333335
psydial,psydial_2196,2.6,2.3,3.3,2.733333333333333
psydial,psydial_220,2.2,1.4,2.6,2.066666666666667
psydial,psydial_221,2.8,2.0,3.15,2.65
psydial,psydial_2225,2.8,2.7,3.2,2.9
psydial,psydial_2230,2.8,2.1,2.6,2.5
psydial,psydial_2235,2.8,2.2,3.25,2.75
psydial,psydial_2247,2.5,1.6,2.65,2.25
psydial,psydial_2285,2.6,2.3,3.0,2.6333333333333333
psydial,psydial_23,1.5,1.3,1.95,1.5833333333333333
psydial,psydial_2306,1.7,1.0,2.25,1.6500000000000001
psydial,psydial_2312,2.9,2.5,3.4,2.9333333333333336
psydial,psydial_2320,2.1,2.5,2.7,2.433333333333333
psydial,psydial_2321,2.4,2.2,2.85,2.483333333333333
psydial,psydial_2324,2.8,3.0,3.15,2.983333333333333
psydial,psydial_2333,2.0,2.0,2.4,2.1333333333333333
psydial,psydial_2334,2.6,2.5,3.1,2.733333333333333
psydial,psydial_2346,2.4,1.4,2.3,2.033333333333333
psydial,psydial_2374,2.1,1.9,2.1,2.033333333333333
psydial,psydial_2375,2.7,1.8,2.75,2.4166666666666665
psydial,psydial_2380,2.7,3.2,2.85,2.9166666666666665
psydial,psydial_2381,2.65,2.8,3.4,2.9499999999999997
psydial,psydial_255,2.6,2.1,2.9,2.533333333333333
psydial,psydial_260,2.8,2.4,2.9,2.6999999999999997
psydial,psydial_278,2.5,2.0,2.8,2.433333333333333
psydial,psydial_29,2.5,1.0,2.15,1.8833333333333335
psydial,psydial_299,2.2,1.7,2.65,2.1833333333333336
psydial,psydial_320,2.6,2.4,3.15,2.716666666666667
psydial,psydial_321,2.8,2.8,3.35,2.983333333333333
psydial,psydial_322,2.1,1.6,2.15,1.95
psydial,psydial_329,2.7,1.7,2.95,2.45
psydial,psydial_343,3.2,1.9,3.0,2.6999999999999997
psydial,psydial_344,2.9,2.4,2.85,2.716666666666667
psydial,psydial_345,3.1,2.3,3.8,3.0666666666666664
psydial,psydial_358,2.7,2.5,3.0,2.733333333333333
psydial,psydial_361,3.1,2.4,2.75,2.75
psydial,psydial_369,3.0,1.2,2.95,2.3833333333333333
psydial,psydial_374,2.3,1.5,2.45,2.0833333333333335
psydial,psydial_391,3.1,2.7,3.1,2.966666666666667
psydial,psydial_457,2.8,2.5,3.4,2.9
psydial,psydial_470,3.0,1.3,2.35,2.216666666666667
psydial,psydial_481,1.6,1.2,2.05,1.6166666666666665
psydial,psydial_484,2.8,1.3,3.25,2.4499999999999997
psydial,psydial_486,2.9,1.4,2.7,2.3333333333333335
psydial,psydial_493,2.1,1.0,2.85,1.9833333333333334
psydial,psydial_495,3.0,2.5,3.15,2.8833333333333333
psydial,psydial_511,1.9,1.4,2.45,1.9166666666666667
psydial,psydial_513,2.6,2.4,2.6,2.533333333333333
psydial,psydial_523,2.8,2.6,2.85,2.75
psydial,psydial_553,2.7,1.3,2.75,2.25
psydial,psydial_564,2.6,2.2,3.0,2.6
psydial,psydial_577,2.0,1.9,2.45,2.1166666666666667
psydial,psydial_589,1.9,1.0,1.95,1.6166666666666665
psydial,psydial_609,2.0,2.0,2.9,2.3000000000000003
psydial,psydial_62,1.8,1.0,1.85,1.55
psydial,psydial_620,2.0,1.3,2.5,1.9333333333333333
psydial,psydial_622,2.8,2.4,2.7,2.6333333333333333
psydial,psydial_626,2.4,1.7,2.7,2.2666666666666666
psydial,psydial_640,2.2,2.3,2.3,2.2666666666666666
psydial,psydial_642,2.1,1.2,2.7,2.0
psydial,psydial_650,1.2,1.0,1.9,1.3666666666666665
psydial,psydial_661,2.4,3.0,3.05,2.8166666666666664
psydial,psydial_668,2.2,1.7,2.9,2.266666666666667
psydial,psydial_739,2.6,2.7,3.0,2.766666666666667
psydial,psydial_741,2.6,2.0,3.1,2.5666666666666664
psydial,psydial_751,1.8,1.2,1.7,1.5666666666666667
psydial,psydial_766,2.7,2.5,3.35,2.85
psydial,psydial_767,2.65,2.1,2.75,2.5
psydial,psydial_770,2.5,2.4,2.85,2.5833333333333335
psydial,psydial_794,3.1,3.5,3.45,3.35
psydial,psydial_797,2.9,2.4,3.05,2.783333333333333
psydial,psydial_804,2.3,1.7,3.0,2.3333333333333335
psydial,psydial_825,2.8,2.3,2.9,2.6666666666666665
psydial,psydial_831,2.8,2.8,3.0,2.8666666666666667
psydial,psydial_866,2.6,2.2,3.15,2.6500000000000004
psydial,psydial_883,2.4,1.4,2.6,2.1333333333333333
psydial,psydial_887,2.5,1.4,2.5,2.1333333333333333
psydial,psydial_889,3.1,2.6,3.35,3.016666666666667
psydial,psydial_894,2.8,2.0,3.05,2.6166666666666667
psydial,psydial_895,2.7,1.4,2.55,2.2166666666666663
psydial,psydial_899,2.5,2.4,2.7,2.5333333333333337
psydial,psydial_905,2.6,1.7,2.65,2.3166666666666664
psydial,psydial_914,2.3,1.8,2.75,2.283333333333333
psydial,psydial_918,2.2,2.9,3.05,2.7166666666666663
psydial,psydial_943,2.5,2.0,2.85,2.4499999999999997
psydial,psydial_953,2.6,1.7,2.6,2.3000000000000003
psydial,psydial_957,3.2,2.8,3.1,3.033333333333333
psydial,psydial_959,2.0,1.7,2.4,2.033333333333333
psydial,psydial_967,1.8,1.1,2.0,1.6333333333333335
psydial,psydial_979,3.3,2.3,3.4,3.0
psydial,psydial_991,2.6,2.2,2.45,2.416666666666667
psydial,psydial_999,3.1,2.9,2.85,2.9499999999999997
simpsydial,simpsydial_103,3.2,4.0,3.55,3.5833333333333335
simpsydial,simpsydial_112,2.55,2.9,3.35,2.933333333333333
simpsydial,simpsydial_114,3.4,4.1,3.65,3.716666666666667
simpsydial,simpsydial_115,3.3,3.7,3.7,3.5666666666666664
simpsydial,simpsydial_120,2.5,3.0,3.3,2.9333333333333336
simpsydial,simpsydial_125,2.9,2.3,3.1,2.766666666666666
simpsydial,simpsydial_14,3.0,2.9,3.4,3.1
simpsydial,simpsydial_140,3.1,4.3,3.6,3.6666666666666665
simpsydial,simpsydial_147,2.5,1.9,2.95,2.45
simpsydial,simpsydial_152,3.1,3.7,3.35,3.3833333333333333
simpsydial,simpsydial_16,2.9,3.9,3.3,3.3666666666666667
simpsydial,simpsydial_163,2.5,2.4,2.95,2.6166666666666667
simpsydial,simpsydial_168,3.2,4.0,3.45,3.5500000000000003
simpsydial,simpsydial_187,2.6,1.9,2.5,2.3333333333333335
simpsydial,simpsydial_188,3.15,3.6,3.25,3.3333333333333335
simpsydial,simpsydial_189,2.4,2.6,2.95,2.65
simpsydial,simpsydial_197,2.7,3.0,3.5,3.0666666666666664
simpsydial,simpsydial_198,2.4,2.3,2.45,2.3833333333333333
simpsydial,simpsydial_200,2.9,3.8,3.2,3.2999999999999994
simpsydial,simpsydial_203,3.05,3.2,3.3,3.1833333333333336
simpsydial,simpsydial_205,3.3,4.0,3.5,3.6
simpsydial,simpsydial_207,2.4,3.6,2.7,2.9
simpsydial,simpsydial_208,2.7,3.3,3.2,3.0666666666666664
simpsydial,simpsydial_218,3.4,3.9,3.5,3.6
simpsydial,simpsydial_226,3.1,3.5,3.45,3.35
simpsydial,simpsydial_231,2.7,3.7,3.3,3.233333333333333
simpsydial,simpsydial_232,2.7,3.4,3.15,3.0833333333333335
simpsydial,simpsydial_234,2.8,2.5,3.25,2.85
simpsydial,simpsydial_24,2.8,2.7,3.35,2.9499999999999997
simpsydial,simpsydial_242,2.7,3.1,3.1,2.966666666666667
simpsydial,simpsydial_248,2.7,3.1,3.35,3.0500000000000003
simpsydial,simpsydial_250,3.4,3.7,3.45,3.516666666666667
simpsydial,simpsydial_252,2.8,3.5,3.3,3.1999999999999997
simpsydial,simpsydial_254,3.25,4.3,3.85,3.8000000000000003
simpsydial,simpsydial_261,3.1,4.0,3.65,3.5833333333333335
simpsydial,simpsydial_265,3.15,2.9,3.4,3.15
simpsydial,simpsydial_269,2.9,4.2,3.5,3.533333333333333
simpsydial,simpsydial_27,3.1,3.6,3.6,3.4333333333333336
simpsydial,simpsydial_271,2.8,2.8,3.1,2.9
simpsydial,simpsydial_273,3.55,3.8,3.65,3.6666666666666665
simpsydial,simpsydial_274,3.0,3.3,3.2,3.1666666666666665
simpsydial,simpsydial_275,3.4,3.3,3.6,3.433333333333333
simpsydial,simpsydial_280,3.1,3.4,3.3,3.266666666666667
simpsydial,simpsydial_282,3.2,3.3,3.4,3.3000000000000003
simpsydial,simpsydial_290,3.2,3.0,3.35,3.1833333333333336
simpsydial,simpsydial_298,3.4,3.9,3.75,3.6833333333333336
simpsydial,simpsydial_30,3.1,4.3,3.3,3.5666666666666664
simpsydial,simpsydial_301,2.9,3.0,3.55,3.15
simpsydial,simpsydial_311,3.1,3.3,3.4,3.266666666666667
simpsydial,simpsydial_313,3.4,4.0,3.7,3.7000000000000006
simpsydial,simpsydial_314,2.5,3.5,3.2,3.0666666666666664
simpsydial,simpsydial_334,3.05,4.1,3.3,3.483333333333333
simpsydial,simpsydial_338,3.4,4.1,3.6,3.6999999999999997
simpsydial,simpsydial_342,3.25,3.7,3.3,3.4166666666666665
simpsydial,simpsydial_358,2.7,3.1,3.15,2.983333333333334
simpsydial,simpsydial_384,2.9,3.6,3.3,3.266666666666667
simpsydial,simpsydial_385,2.8,3.1,3.25,3.0500000000000003
simpsydial,simpsydial_396,2.7,3.8,3.4,3.3000000000000003
simpsydial,simpsydial_398,3.1,3.2,3.6,3.3000000000000003
simpsydial,simpsydial_409,3.2,3.4,3.55,3.383333333333333
simpsydial,simpsydial_411,1.5,1.4,2.6,1.8333333333333333
simpsydial,simpsydial_413,3.25,4.0,3.7,3.65
simpsydial,simpsydial_420,2.8,3.0,3.2,3.0
simpsydial,simpsydial_425,3.0,3.8,3.5,3.4333333333333336
simpsydial,simpsydial_428,2.5,1.9,3.2,2.5333333333333337
simpsydial,simpsydial_435,2.7,2.9,3.45,3.016666666666667
simpsydial,simpsydial_456,3.3,3.5,3.45,3.4166666666666665
simpsydial,simpsydial_459,3.15,3.6,3.45,3.4
simpsydial,simpsydial_461,3.05,4.2,3.55,3.6
simpsydial,simpsydial_463,2.1,3.0,3.15,2.75
simpsydial,simpsydial_469,2.7,2.1,2.95,2.5833333333333335
simpsydial,simpsydial_471,2.3,1.8,2.6,2.233333333333333
simpsydial,simpsydial_476,3.1,4.0,3.6,3.5666666666666664
simpsydial,simpsydial_478,2.5,2.9,3.15,2.85
simpsydial,simpsydial_483,3.2,3.6,3.3,3.366666666666667
simpsydial,simpsydial_487,3.3,3.9,3.6,3.5999999999999996
simpsydial,simpsydial_489,3.2,4.3,3.5,3.6666666666666665
simpsydial,simpsydial_494,3.25,3.1,3.35,3.233333333333333
simpsydial,simpsydial_499,3.25,4.4,3.8,3.8166666666666664
simpsydial,simpsydial_510,3.0,3.8,3.6,3.466666666666667
simpsydial,simpsydial_511,3.15,4.4,3.65,3.733333333333334
simpsydial,simpsydial_512,2.7,2.1,3.25,2.6833333333333336
simpsydial,simpsydial_517,2.9,2.9,3.4,3.0666666666666664
simpsydial,simpsydial_529,3.3,3.0,3.45,3.25
simpsydial,simpsydial_53,3.0,3.4,3.65,3.35
simpsydial,simpsydial_537,3.1,2.4,3.2,2.9
simpsydial,simpsydial_541,3.4,3.5,3.7,3.5333333333333337
simpsydial,simpsydial_543,3.1,3.5,3.5,3.3666666666666667
simpsydial,simpsydial_547,2.7,3.4,3.45,3.1833333333333336
simpsydial,simpsydial_548,2.8,2.8,2.8,2.7999999999999994
simpsydial,simpsydial_550,3.2,3.2,3.6,3.3333333333333335
simpsydial,simpsydial_562,2.3,1.9,2.7,2.3
simpsydial,simpsydial_568,3.1,3.3,3.4,3.266666666666667
simpsydial,simpsydial_569,2.5,2.8,3.45,2.9166666666666665
simpsydial,simpsydial_57,3.0,2.8,3.5,3.1
simpsydial,simpsydial_570,3.4,3.4,3.55,3.4499999999999997
simpsydial,simpsydial_571,3.2,3.6,3.45,3.4166666666666665
simpsydial,simpsydial_579,2.7,2.9,3.1,2.9
simpsydial,simpsydial_58,3.25,3.2,3.35,3.266666666666667
simpsydial,simpsydial_587,3.1,3.6,3.45,3.3833333333333333
simpsydial,simpsydial_589,2.9,3.3,3.4,3.1999999999999997
simpsydial,simpsydial_59,2.7,3.2,3.4,3.1
simpsydial,simpsydial_591,3.2,3.4,3.4,3.3333333333333335
simpsydial,simpsydial_596,3.2,3.7,3.5,3.466666666666667
simpsydial,simpsydial_605,2.8,4.0,3.6,3.466666666666667
simpsydial,simpsydial_612,2.5,2.0,2.55,2.35
simpsydial,simpsydial_615,2.5,2.0,2.65,2.3833333333333333
simpsydial,simpsydial_618,3.1,3.5,3.45,3.35
simpsydial,simpsydial_621,3.3,4.0,3.7,3.6666666666666665
simpsydial,simpsydial_625,3.2,3.5,3.3,3.3333333333333335
simpsydial,simpsydial_630,3.25,4.0,3.6,3.6166666666666667
simpsydial,simpsydial_638,3.25,2.9,3.25,3.1333333333333333
simpsydial,simpsydial_639,2.5,2.1,2.95,2.5166666666666666
simpsydial,simpsydial_642,2.7,3.3,3.25,3.0833333333333335
simpsydial,simpsydial_646,3.3,2.8,3.4,3.1666666666666665
simpsydial,simpsydial_649,3.0,3.1,3.3,3.133333333333333
simpsydial,simpsydial_65,3.15,3.2,3.3,3.2166666666666663
simpsydial,simpsydial_650,2.8,4.0,3.3,3.3666666666666667
simpsydial,simpsydial_652,2.3,2.0,2.6,2.3000000000000003
simpsydial,simpsydial_654,2.8,2.3,3.05,2.7166666666666663
simpsydial,simpsydial_668,3.0,4.3,3.35,3.5500000000000003
simpsydial,simpsydial_672,3.2,3.3,3.4,3.3000000000000003
simpsydial,simpsydial_674,3.15,3.4,3.35,3.3000000000000003
simpsydial,simpsydial_677,3.2,3.6,3.55,3.4500000000000006
simpsydial,simpsydial_682,2.6,2.8,3.3,2.9
simpsydial,simpsydial_683,3.2,3.7,3.4,3.4333333333333336
simpsydial,simpsydial_686,2.8,3.6,3.4,3.266666666666667
simpsydial,simpsydial_689,2.8,3.4,3.3,3.1666666666666665
simpsydial,simpsydial_69,3.0,3.2,3.65,3.283333333333333
simpsydial,simpsydial_692,2.8,3.2,3.3,3.1
simpsydial,simpsydial_706,3.15,3.8,3.45,3.4666666666666663
simpsydial,simpsydial_714,2.5,2.3,2.9,2.5666666666666664
simpsydial,simpsydial_718,3.1,3.8,3.4,3.4333333333333336
simpsydial,simpsydial_72,3.0,2.8,3.5,3.1
simpsydial,simpsydial_723,3.1,3.7,3.35,3.3833333333333333
simpsydial,simpsydial_726,2.2,1.7,2.6,2.1666666666666665
simpsydial,simpsydial_734,2.1,2.0,2.25,2.1166666666666667
simpsydial,simpsydial_737,3.15,3.9,3.55,3.533333333333333
simpsydial,simpsydial_74,2.9,3.1,3.5,3.1666666666666665
simpsydial,simpsydial_746,2.7,2.6,3.15,2.816666666666667
simpsydial,simpsydial_750,3.2,3.1,3.5,3.266666666666667
simpsydial,simpsydial_757,2.65,3.0,3.1,2.9166666666666665
simpsydial,simpsydial_759,3.0,2.9,3.2,3.0333333333333337
simpsydial,simpsydial_77,3.3,3.4,3.6,3.433333333333333
simpsydial,simpsydial_775,3.35,3.5,3.5,3.4499999999999997
simpsydial,simpsydial_786,3.2,3.1,3.35,3.216666666666667
simpsydial,simpsydial_790,2.6,3.7,3.45,3.25
simpsydial,simpsydial_791,2.6,2.4,2.85,2.6166666666666667
simpsydial,simpsydial_8,3.2,3.3,3.35,3.283333333333333
simpsydial,simpsydial_800,2.75,3.3,3.45,3.1666666666666665
simpsydial,simpsydial_804,3.15,3.3,3.3,3.25
simpsydial,simpsydial_805,3.4,4.2,3.45,3.6833333333333336
simpsydial,simpsydial_808,2.6,2.7,3.3,2.866666666666667
simpsydial,simpsydial_811,3.25,3.2,3.5,3.3166666666666664
simpsydial,simpsydial_812,3.2,3.2,3.25,3.216666666666667
simpsydial,simpsydial_813,3.2,2.8,3.4,3.1333333333333333
simpsydial,simpsydial_815,2.6,3.0,2.7,2.766666666666667
simpsydial,simpsydial_820,2.5,3.0,3.0,2.8333333333333335
simpsydial,simpsydial_832,3.4,4.1,3.75,3.75
simpsydial,simpsydial_844,3.1,3.0,3.45,3.1833333333333336
simpsydial,simpsydial_851,3.3,3.6,3.45,3.4500000000000006
simpsydial,simpsydial_853,3.0,3.0,3.25,3.0833333333333335
simpsydial,simpsydial_864,3.2,3.7,3.6,3.5
simpsydial,simpsydial_870,3.0,3.1,3.35,3.15
simpsydial,simpsydial_871,2.8,4.0,3.3,3.3666666666666667
simpsydial,simpsydial_875,3.0,3.2,3.25,3.15
simpsydial,simpsydial_876,3.3,3.7,3.3,3.4333333333333336
simpsydial,simpsydial_88,2.5,2.7,3.15,2.783333333333333
simpsydial,simpsydial_882,3.15,3.4,3.45,3.3333333333333335
simpsydial,simpsydial_890,2.8,3.4,3.3,3.1666666666666665
simpsydial,simpsydial_891,2.8,4.3,3.35,3.483333333333333
simpsydial,simpsydial_892,3.1,3.7,3.45,3.4166666666666665
simpsydial,simpsydial_90,2.8,3.6,3.4,3.266666666666667
simpsydial,simpsydial_900,3.1,3.6,3.3,3.3333333333333335
simpsydial,simpsydial_902,3.3,4.2,3.45,3.65
simpsydial,simpsydial_903,2.9,3.4,3.3,3.1999999999999997
simpsydial,simpsydial_907,3.3,4.0,3.35,3.5500000000000003
simpsydial,simpsydial_913,2.8,3.4,3.55,3.25
