stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_811,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.25,4.25,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_775,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_282,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_926,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.55,3.55,3.5,4.0,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_207,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.0,3.0,2.5,3.0,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_689,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,3.5,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_290,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.0,4.0,3.0,3.25,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_242,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,2.75,3.5,2.75,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_920,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,2.75,3.75,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_882,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_120,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_800,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.5,4.0,3.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_639,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,2.5,3.5,2.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_103,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.55,3.55,3.25,4.25,3.25,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_714,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.5,3.25,2.5,3.0,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_208,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,2.75,3.75,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_69,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.5,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_734,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.25,2.25,1.5,2.5,1.5,2.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_960,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.25,3.5,3.75,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_746,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,2.75,3.75,2.75,3.0,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_902,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,3.75,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_964,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_298,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.75,3.75,3.75,4.25,3.5,3.75,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_815,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.0,3.0,2.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_571,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_231,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,3.5,3.0,3.25,3.75
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_476,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.25,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_384,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_273,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.25,3.5,3.75,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_115,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,3.25,4.25,3.5,3.75,3.75
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_890,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.75,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_682,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,3.5,3.0,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_483,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.75,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_903,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_642,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,3.5,3.0,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_726,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.0,2.5,2.0,3.0,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_630,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.25,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_57,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.25,4.25,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_338,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.0,3.5,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_790,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_511,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.0,3.5,3.75,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_625,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_962,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_820,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.5,3.5,2.5,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_953,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.0,3.75,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_203,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_759,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,3.75,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_674,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_420,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,3.5,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_512,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,3.5,3.0,3.25,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_914,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_548,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,3.0,2.5,2.75,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_944,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_269,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.0,3.75,3.25,3.5,4.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_163,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,2.5,3.0,2.75,3.0,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_97,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.0,2.5,2.0,3.0,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_265,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.25,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_271,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,2.75,3.5,2.75,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_950,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.25,3.5,3.75,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_425,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.25,4.25,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_907,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_301,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.55,3.55,3.5,4.0,3.25,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_649,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_358,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,3.5,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_314,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,2.75,3.75,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_750,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_650,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.5,3.25,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_385,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.5,3.25,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_59,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_543,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_188,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.25,3.25,3.25,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_562,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.25,3.0,2.5,3.0,2.75
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_832,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.75,3.75,3.5,4.5,3.5,3.75,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_686,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_189,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,2.25,3.25,2.75,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_471,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.0,3.0,2.0,3.0,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_550,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.25,4.25,3.5,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_200,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,3.5,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_844,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.25,3.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_14,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_187,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.0,2.5,2.0,3.0,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_638,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_517,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.25,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_537,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,3.75,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_313,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,3.5,4.0,3.5,3.5,4.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_461,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.55,3.55,3.5,4.25,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_96,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.25,3.5,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_112,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_875,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_851,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_579,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,2.75,3.75,2.5,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_934,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.5,3.0,2.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_234,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,2.75,3.75,3.0,3.25,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_456,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,3.75,3.25,3.5,3.5
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_547,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_27,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.25,3.25,3.75,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_853,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,3.75,3.25,3.25,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_311,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_205,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.25,4.25,3.5,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_411,simpsydial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.0,2.75,2.25,3.0,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_621,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,3.5,4.0,3.5,3.75,3.75
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_570,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.55,3.55,3.5,4.0,3.5,3.5,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_53,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.65,3.65,3.5,4.25,3.5,3.75,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_871,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.25,3.25
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_983,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.5,3.5,3.0
full,simpsydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,simpsydial_334,simpsydial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.25,3.25
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_5,smile_S3_claude_9router_full_judgments.jsonl,2.9,2.9,3.0,3.5,2.5,3.0,2.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_15,smile_S3_claude_9router_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_56,smile_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,1.0,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_124,smile_S3_claude_9router_full_judgments.jsonl,1.5,1.5,1.5,1.5,1.5,1.5,1.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_153,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.0,2.0,2.0,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_154,smile_S3_claude_9router_full_judgments.jsonl,2.5,2.5,2.5,3.0,2.5,2.5,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_177,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,2.0,2.5,1.5,2.0,1.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_194,smile_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,1.5,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_197,smile_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_93,smile_S3_claude_9router_full_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.5,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_139,smile_S3_claude_9router_full_judgments.jsonl,2.4,2.4,2.5,3.0,2.5,2.0,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_26,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.0,1.5,2.5,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_95,smile_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_126,smile_S3_claude_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,3.0,2.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_156,smile_S3_claude_9router_full_judgments.jsonl,2.1,2.1,1.5,2.5,2.0,2.0,2.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_160,smile_S3_claude_9router_full_judgments.jsonl,2.4,2.4,2.5,2.0,2.5,2.5,2.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_195,smile_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_200,smile_S3_claude_9router_full_judgments.jsonl,1.8,1.8,1.5,1.5,2.0,2.5,1.5
full,smile,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,smile_20,smile_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_33,smile_S3_claude_9router_full_judgments.jsonl,2.9,2.9,2.5,3.5,2.5,3.0,3.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_50,smile_S3_claude_9router_full_judgments.jsonl,2.0,2.0,1.5,2.0,1.5,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_71,smile_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_88,smile_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_91,smile_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_94,smile_S3_claude_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_110,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.5,1.5,2.0,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_117,smile_S3_claude_9router_full_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,3.0,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_121,smile_S3_claude_9router_full_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,3.0,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_151,smile_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_159,smile_S3_claude_9router_full_judgments.jsonl,3.0,3.0,3.0,3.5,3.0,3.0,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_168,smile_S3_claude_9router_full_judgments.jsonl,2.5,2.5,2.5,3.0,2.5,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_193,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,1.5,1.5,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_196,smile_S3_claude_9router_full_judgments.jsonl,1.4,1.4,1.0,1.0,1.0,2.0,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_75,smile_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_81,smile_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.0,1.5,2.5,2.0
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_96,smile_S3_claude_9router_full_judgments.jsonl,2.7,2.7,2.5,3.5,2.5,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_145,smile_S3_claude_9router_full_judgments.jsonl,2.4,2.4,2.0,3.0,2.0,2.5,2.5
full,smile,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,smile_0,smile_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.0,2.0
